Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20
Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը
Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական
Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected
Մարզ,Շրջան/համայնք,Դպրոց,Աշակերտներ,Որ երկրից է / Ռուսաստան,Որ երկրից է / ԱՄՆ,Որ երկրից է / Հայաստան,Որ երկրից է / Արցախ,Որ երկրից է / Ուկրաինա,Որ երկրից է / Ֆրանսիա
Կոտայք,Հրազդան / Ֆանտան,գ. Ֆանտանի մ/դ,59,- չունի -,- չունի -,58,1,- չունի -,- չունի -
Լոռի,Գուգարք / Ֆիալետովո,գ. Ֆիոլետովոյի մ/դ,85,- չունի -,- չունի -,85,- չունի -,- չունի -,- չունի -
Արմավիր,Մեծամոր / Ալաշկերտ,գ.Ալաշկերտի Հ.Քոչարի անվ. մ/դ,138,1,- չունի -,136,1,- չունի -,- չունի -
Շիրակ,Ախուրյան / Ախուրյան,գ․ Ախուրյանի Ն․Աղբալյանի անվ․ ա/դ,86,- չունի -,- չունի -,84,2,- չունի -,- չունի -
Տավուշ,Տավուշ / Այգեպար,գ․ Այգեպարի մ/դ,23,- չունի -,- չունի -,23,- չունի -,- չունի -,- չունի -
Շիրակ,Անի / Անիավան,գ․ Անի կայարանի մ/դ,7,- չունի -,- չունի -,7,- չունի -,- չունի -,- չունի -
Շիրակ,Արթիկ / Արևշատ,գ․ Արևշատի մ/դ,122,- չունի -,- չունի -,122,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Արևուտ,գ․ Արևուտի հմ/դ,5,- չունի -,- չունի -,5,- չունի -,- չունի -,- չունի -
Շիրակ,Ախուրյան / Բայանդուր,գ․ Բայանդուրի մ/դ,54,- չունի -,- չունի -,54,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Ճամբարակ / Ջիլ,գ․ Ջիլի մ/դ,52,- չունի -,- չունի -,51,1,- չունի -,- չունի -
Լոռի,Ալավերդի / Քարկոփ,գ․ Քարկոփի մ/դ,17,- չունի -,- չունի -,17,- չունի -,- չունի -,- չունի -
Տավուշ,Դիլիջան / Դիլիջան,Դիլիջանի ավագ դպրոց,103,1,- չունի -,97,4,1,- չունի -
Տավուշ,Դիլիջան / Դիլիջան,Դիլիջանի կենտրոնական դպրոց,92,- չունի -,- չունի -,91,1,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,Էվրիկա դպրոց,149,2,1,145,1,- չունի -,- չունի -
Տավուշ,Իջևան / Իջևան,Իջևանի վարժարան ՊՈԱԿ,54,- չունի -,- չունի -,54,- չունի -,- չունի -,- չունի -
Արագածոտն,Արագած / Կանաիաշիր,Կանիաշիրի հմ/դ,15,- չունի -,- չունի -,15,- չունի -,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Կողբ,Կողբի Բ. Սահակյանի անվան թիվ 2 մ/դ,115,2,- չունի -,111,2,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,Հայ - չինական բարեկամության դպրոց,308,1,- չունի -,304,3,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,ՀԱՊՀ Վանաձորի մասնաճյուղի ավագ դպրոց,153,2,- չունի -,151,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,"ՀՀ ԿԳՆ «Երևանի «Մխիթար Սեբաստացի» կրթահամալիր» ՊՈԱԿ, Ավագ դպրոց",224,- չունի -,- չունի -,223,1,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,"ՀՀ ԿԳՆ «Երևանի «Մխիթար Սեբաստացի» կրթահամալիր» ՊՈԱԿ, Արևելյան դպրոց-պարտեզ",172,1,1,166,4,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,"ՀՀ ԿԳՆ «Երևանի «Մխիթար Սեբաստացի» կրթահամալիր» ՊՈԱԿ, Արևմտյան դպրոց-պարտեզ",130,4,- չունի -,125,1,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,"ՀՀ ԿԳՆ «Երևանի «Մխիթար Սեբաստացի» կրթահամալիր» ՊՈԱԿ, Հարավային դպրոց-պարտեզ",119,1,- չունի -,117,1,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,"ՀՀ ԿԳՆ «Երևանի «Մխիթար Սեբաստացի» կրթահամալիր» ՊՈԱԿ, Հյուսիսային դպրոց-պարտեզ",118,- չունի -,1,117,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,"ՀՀ ԿԳՆ «Երևանի «Մխիթար Սեբաստացի» կրթահամալիր» ՊՈԱԿ, Միջին դպրոց",355,7,- չունի -,347,1,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Զեդեա,ՀՀ Վայոց ձորի մարզի Զեդեայի հմ/դ,4,- չունի -,- չունի -,4,- չունի -,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Ոսկեպար,ՀՀ Տավուշի մարզի Ոսկեպարի Հ.Բարսեղյանի անվան մ/դ ՊՈԱԿ,44,- չունի -,- չունի -,44,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,Հրանտ Մաթևոսյանի անվան հիմնական դպրոց,118,- չունի -,- չունի -,96,22,- չունի -,- չունի -
Սյունիք,Քաջարան / Ձագիկավան,Ձագիկավանի մ/դ,32,- չունի -,- չունի -,31,1,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ՄՈՍԿՎԱՅԻ Մ.Վ. ԼՈՄՈՆՈՍՈՎԻ ԱՆՎԱՆ ՊԵՏԱԿԱՆ ՀԱՄԱԼՍԱՐԱՆԻ ՄԱՍՆԱՃՅՈՒՂԻՆ ԿԻՑ Ա.Հ. ԵՐԻՑՅԱՆԻ ԱՆՎԱՆ ՎԱՐԺԱՐԱՆ,144,46,- չունի -,97,1,- չունի -,- չունի -
Արագածոտն,Թալին / Ներքին Բազմաբերդ,Ներքին Բազմաբերդի Ե.Ասատրյանի անվան միջնակարգ դպրոց,79,- չունի -,- չունի -,78,1,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Նոյեմբերյան,Նոյեմբերյանի վարժարան,89,- չունի -,- չունի -,88,1,- չունի -,- չունի -
Արագածոտն,Թալին / Նոր Արթիկ,Նոր Արթիկի Ս.Արսենյանի անվան միջնակարգ դպրոց,23,- չունի -,- չունի -,23,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,Ուսմունք դպրոց,269,37,1,228,2,1,- չունի -
Կոտայք,Հրազդան / Չարենցավան,Չարենցավան քաղաքի թիվ 2 հմ/դ,288,9,- չունի -,264,15,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,Սպարտակ Մկրտչյանի անվ․ «Բյուրակն» գիտակրթական հիմնադրամ,58,- չունի -,1,57,- չունի -,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,Վ. Թեքեյանի անվ. Գյումրու թիվ 2 ավագ դպրոց,159,24,- չունի -,135,- չունի -,- չունի -,- չունի -
Շիրակ,Ախուրյան / Վահրամաբերդ,Վահրամաբերդի Հարություն Մկրտչյանի անվան միջնակարգ դպրոց,79,1,- չունի -,75,3,- չունի -,- չունի -
Կոտայք,Աբովյան / Աբովյան,ք. Աբովյանի թիվ 2 հմ/դ,718,- չունի -,- չունի -,693,25,- չունի -,- չունի -
Կոտայք,Աբովյան / Աբովյան,ք. Աբովյանի թիվ 4 ա/դ,245,6,- չունի -,213,26,- չունի -,- չունի -
Կոտայք,Աբովյան / Աբովյան,ք. Աբովյանի թիվ 7 հմ/դ,464,9,- չունի -,356,99,- չունի -,- չունի -
Կոտայք,Աբովյան / Աբովյան,ք. Աբովյանի Խ.Աբովյանի անվ. թիվ 1 ա/դ,209,1,- չունի -,194,14,- չունի -,- չունի -
Կոտայք,Աբովյան / Աբովյան,ք. Աբովյանի Ն.Վանյանի անվ. թիվ 5 հմ/դ,455,34,- չունի -,402,18,1,- չունի -
Կոտայք,Աբովյան / Աբովյան,ք. Աբովյանի Ս․ Անտոնյանի անվան թիվ 8 հմ/դ,190,- չունի -,- չունի -,154,36,- չունի -,- չունի -
Կոտայք,Աբովյան / Աբովյան,ք. Աբովյանի Վ.Համբարձումյանի անվ. թիվ 10 հմ/դ,923,4,- չունի -,869,50,- չունի -,- չունի -
Սյունիք,Մեղրի / Ագարակ,ք. Ագարակի մ/դ,337,1,- չունի -,332,4,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Կ. Դոլինյանի անվ. N11 մ/դ,18,- չունի -,- չունի -,18,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Ե.Չարենցի անվ. թիվ 9 մ/դ,48,- չունի -,- չունի -,48,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու թիվ 12 հմ/դ,189,1,- չունի -,181,7,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու թիվ 4 հմ/դ,60,- չունի -,- չունի -,59,1,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Հ.Թումանյանի անվ. թիվ 2 հմ/դ,151,2,- չունի -,148,1,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Մ.Թանդիլյանի անվ. թիվ 10 հմ/դ,40,- չունի -,- չունի -,39,1,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Մյասնիկյանի անվ. թիվ 7 մ/դ,25,- չունի -,- չունի -,25,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Ս.Նովայի անվ. թիվ 8 ա/դ,26,1,- չունի -,25,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Ս.Սպանդարյանի անվ. թիվ 1 հմ/դ,56,- չունի -,- չունի -,55,1,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Ստ.Շահումյանի անվ. թիվ 5 ա/դ,35,- չունի -,- չունի -,35,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ախթալա,ք. Ախթալայի թիվ 1 մ/դ,47,2,- չունի -,45,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ախթալա,ք. Ախթալայի թիվ 2 մ/դ,56,- չունի -,- չունի -,56,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Աշտարակ,ք. Աշտարակի Գր.Ղափանցյանի անվ. թիվ 4 հմ/դ,320,- չունի -,- չունի -,295,25,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Աշտարակ,ք. Աշտարակի Ն.Աշտարակեցու անվ. թիվ 1 հմ/դ,442,4,- չունի -,422,16,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Աշտարակ,ք. Աշտարակի Ն.Սիսակյանի անվ. թիվ 5 ա/դ,248,4,- չունի -,231,13,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Աշտարակ,ք. Աշտարակի Պ.Պռոշյանի անվ. թիվ 3 հմ/դ,69,1,- չունի -,57,11,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Աշտարակ,ք. Աշտարակի Ս.Շահազիզի անվ. թիվ 2 հմ/դ,167,7,- չունի -,155,5,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Աշտարակ,ք. Աշտարակի Վ.Պետրոսյանի անվ. հմ/դ,258,- չունի -,- չունի -,244,14,- չունի -,- չունի -
Արագածոտն,Ապարան / Ապարան,ք. Ապարանի Հ. Ոսկանյանի անվան թիվ 2 հմ/դ,204,- չունի -,- չունի -,203,1,- չունի -,- չունի -
Արագածոտն,Ապարան / Ապարան,ք. Ապարանի Վ.Եղիազարյան անվ. թիվ 1 հմ/դ,160,- չունի -,- չունի -,157,3,- չունի -,- չունի -
Արագածոտն,Ապարան / Ապարան,ք. Ապարանի ֆիզմաթ ա/դ,120,1,- չունի -,118,1,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,ք. Արարատի N 5 մ/դ,242,- չունի -,- չունի -,224,18,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,ք. Արարատի ա/դ,98,2,- չունի -,93,3,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,ք. Արարատի թիվ 1 հմ/դ,245,1,- չունի -,236,8,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,ք. Արարատի թիվ 4 հմ/դ,381,4,- չունի -,366,11,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,ք. Արարատի Պ. Սևակի անվ. թիվ 2 հմ/դ,151,1,- չունի -,148,2,- չունի -,- չունի -
Շիրակ,Արթիկ / Արթիկ,ք. Արթիկի թիվ 1 հմ/դ,266,4,4,255,1,2,- չունի -
Շիրակ,Արթիկ / Արթիկ,ք. Արթիկի թիվ 2 հմ/դ,242,- չունի -,- չունի -,239,3,- չունի -,- չունի -
Շիրակ,Արթիկ / Արթիկ,ք. Արթիկի թիվ 3 ա/դ,136,4,- չունի -,129,3,- չունի -,- չունի -
Շիրակ,Արթիկ / Արթիկ,ք. Արթիկի թիվ 4 հմ/դ,140,2,- չունի -,135,3,- չունի -,- չունի -
Շիրակ,Արթիկ / Արթիկ,ք. Արթիկի թիվ 5 հմ/դ,117,1,- չունի -,112,4,- չունի -,- չունի -
Շիրակ,Արթիկ / Արթիկ,ք. Արթիկի թիվ 6 հմ/դ,102,1,- չունի -,97,4,- չունի -,- չունի -
Շիրակ,Արթիկ / Արթիկ,ք. Արթիկի թիվ 8 հմ/դ,47,1,- չունի -,41,5,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի «Տիգրան Մեծի» անվ. ռազմամարզական վարժ.,136,3,- չունի -,122,11,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի Ա.Օզանյանի անվ. թիվ 5 հմ/դ,626,5,- չունի -,608,13,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի թիվ 10 հմ/դ,150,- չունի -,- չունի -,140,10,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի թիվ 3 հմ/դ,111,1,- չունի -,90,20,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի թիվ 8 հմ/դ,515,1,- չունի -,504,10,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի թիվ 9 հմ/դ,92,2,- չունի -,71,19,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի Մ.Սիլիկյանի անվ. թիվ 6 հմ/դ,249,1,- չունի -,238,10,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի Ռ.Եղոյանի անվ. թիվ 1 ա/դ,291,2,- չունի -,279,10,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի Վ.Բախշյանի անվ. թիվ 2 հմ/դ,186,4,- չունի -,180,2,- չունի -,- չունի -
Արարատ,Արտաշատ / Արտաշատ,ք. Արտաշատի Ա.Գոլեցյանի անվ. թիվ 1 հմ/դ,471,3,- չունի -,446,22,- չունի -,- չունի -
Արարատ,Արտաշատ / Արտաշատ,ք. Արտաշատի ա/դ,128,- չունի -,- չունի -,117,11,- չունի -,- չունի -
Արարատ,Արտաշատ / Արտաշատ,ք. Արտաշատի թիվ 3 հմ/դ,273,2,- չունի -,265,6,- չունի -,- չունի -
Արարատ,Արտաշատ / Արտաշատ,ք. Արտաշատի թիվ 4 հմ/դ,147,- չունի -,- չունի -,131,16,- չունի -,- չունի -
Արարատ,Արտաշատ / Արտաշատ,ք. Արտաշատի թիվ 5 հմ/դ,559,- չունի -,- չունի -,528,31,- չունի -,- չունի -
Արարատ,Արտաշատ / Արտաշատ,ք. Արտաշատի Հ.Թումանյանի անվ. թիվ 2 հմ/դ,332,3,- չունի -,305,24,- չունի -,- չունի -
Տավուշ,Տավուշ / Բերդ,ք. Բերդի թիվ 1 հմ/դ,145,1,- չունի -,144,- չունի -,- չունի -,- չունի -
Տավուշ,Տավուշ / Բերդ,ք. Բերդի թիվ 3 հմ/դ,201,- չունի -,- չունի -,201,- չունի -,- չունի -,- չունի -
Տավուշ,Տավուշ / Բերդ,ք. Բերդի թիվ 4 հմ/դ,60,1,- չունի -,59,- չունի -,- չունի -,- չունի -
Տավուշ,Տավուշ / Բերդ,ք. Բերդի Մ․ Սաղումյանի անվ ա/դ,55,- չունի -,- չունի -,55,- չունի -,- չունի -,- չունի -
Կոտայք,Բյուրեղավան / Բյուրեղավան,ք. Բյուրեղավանի հմ/դ,612,2,- չունի -,574,36,- չունի -,- չունի -
Կոտայք,Բյուրեղավան / Բյուրեղավան,ք. Բյուրեղավանի Ս.Վարդանյանի անվ. ա/դ,200,- չունի -,- չունի -,162,38,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի ա/դ,38,- չունի -,- չունի -,38,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի Գեորգի Մնացականյանի թիվ 7 մ/դ,165,1,- չունի -,164,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի թիվ 1 հմ/դ,166,- չունի -,- չունի -,162,4,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի թիվ 2 մ/դ,246,- չունի -,- չունի -,238,8,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի Հ. Թումանյանի անվ. թիվ 3 հմ/դ,97,- չունի -,- չունի -,93,4,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի հ․ 4 հմ/դ,251,- չունի -,- չունի -,251,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի հ․ 5 հմ/դ,138,3,- չունի -,128,7,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի Մ. Բունիաթյանի անվ. հ․ 8 մ/դ,130,- չունի -,- չունի -,128,2,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու ՀԱՊՀ Գյումրու մասնաճյուղի ավագ դպրոց,99,- չունի -,- չունի -,96,3,- չունի -,- չունի -
