Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20
Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը
Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական
Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected
Մարզ,Շրջան/համայնք,Դպրոց,Աշակերտներ,Որ երկրից է / Ռուսաստան,Որ երկրից է / ԱՄՆ,Որ երկրից է / Հայաստան,Որ երկրից է / Արցախ,Որ երկրից է / Ուկրաինա,Որ երկրից է / Ֆրանսիա
Լոռի,Գուգարք / Ձորագյուղ,գ. Ձորագյուղի հմ/դ,10,- չունի -,- չունի -,10,- չունի -,- չունի -,- չունի -
Շիրակ,Անի / Ձորակապ,գ. Ձորակապի մ/դ,116,1,- չունի -,114,1,- չունի -,- չունի -
Կոտայք,Աբովյան / Ձորաղբյուր,գ. Ձորաղբյուրի Վահունի Կարապետյանի անվան մ/դ,127,1,- չունի -,113,13,- չունի -,- չունի -
Լոռի,Տաշիր / Ձորամուտ,գ. Ձորամուտի մ/դ,21,- չունի -,- չունի -,21,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Ձորաշեն,գ. Ձորաշենի մ/դ,7,- չունի -,- չունի -,4,3,- չունի -,- չունի -
Շիրակ,Աշոցք / Ղազանչի,գ. Ղազանչիի մ/դ,33,- չունի -,- չունի -,33,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Ղազարավան,գ. Ղազարավանի մ/դ,25,- չունի -,- չունի -,23,2,- չունի -,- չունի -
Շիրակ,Ախուրյան / Ղարիբջանյան,գ. Ղարիբջանյանի մ/դ,47,- չունի -,- չունի -,46,1,- չունի -,- չունի -
Արարատ,Մասիս / Ղուկասավան,գ. Ղուկասավանի մ/դ,120,2,- չունի -,110,8,- չունի -,- չունի -
Սյունիք,Կապան / Ճակատեն,գ. Ճակատենի հմ/դ,6,- չունի -,- չունի -,6,- չունի -,- չունի -,- չունի -
Արագածոտն,Արագած / Ճարճարկիս,գ. Ճարճակիսի մ/դ,27,- չունի -,- չունի -,27,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ճոճկան,գ. Ճոճկանի մ/դ,112,- չունի -,- չունի -,112,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Մադինա,գ. Մադինայի մ/դ,67,- չունի -,- չունի -,67,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Մալիշկա,գ. Մալիշկայի թիվ 1 մ/դ,72,- չունի -,- չունի -,70,2,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Մալիշկա,գ. Մալիշկայի Մ. Լոմոնոսովի անվան մ/դ,84,- չունի -,- չունի -,78,6,- չունի -,- չունի -
Կոտայք,Աբովյան / Մայակովսկի,գ. Մայակովսկու Հ.Հովհաննիսյանի անվ. մ/դ,114,1,- չունի -,112,1,- չունի -,- չունի -
Շիրակ,Ախուրյան / Մայիսյան,գ. Մայիսյանի մ/դ,58,- չունի -,- չունի -,57,1,- չունի -,- չունի -
Արմավիր,Արմավիր / Մայիսյան,գ. Մայիսյանի մ/դ,109,- չունի -,- չունի -,101,8,- չունի -,- չունի -
Արարատ,Արտաշատ / Մասիս,գ. Մասիսի մ/դ,255,- չունի -,- չունի -,240,15,- չունի -,- չունի -
Արագածոտն,Թալին / Մաստարա,գ. Մաստարայի մ/դ,156,1,- չունի -,153,2,- չունի -,- չունի -
Լոռի,Գուգարք / Մարգահովիտ,գ. Մարգահովտի Հ.Թումանյանի անվ. մ/դ,179,1,- չունի -,177,1,- չունի -,- չունի -
Արմավիր,Արմավիր / Մարգարա,գ. Մարգարայի մ/դ,67,1,- չունի -,62,4,- չունի -,- չունի -
Շիրակ,Ախուրյան / Մարմաշեն,գ. Մարմաշենի մ/դ,91,- չունի -,- չունի -,90,1,- չունի -,- չունի -
Արարատ,Մասիս / Մարմարաշեն,գ. Մարմարաշենի մ/դ,229,2,- չունի -,216,11,- չունի -,- չունի -
Կոտայք,Հրազդան / Մարմարիկ,գ. Մարմարիկի մ/դ,34,- չունի -,- չունի -,33,1,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Մարտիրոս,գ. Մարտիրոսի մ/դ,28,- չունի -,- չունի -,26,2,- չունի -,- չունի -
Գեղարքունիք,Ճամբարակ / Մարտունի,գ. Մարտունու մ/դ,30,- չունի -,- չունի -,30,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Մարցի,գ. Մարցի մ/դ,31,- չունի -,- չունի -,31,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Մաքենիսի,գ. Մաքենիսի մ/դ,24,- չունի -,- չունի -,24,- չունի -,- չունի -,- չունի -
Լոռի,Տաշիր / Մեդովկա,գ. Մեդովկայի մ/դ,24,- չունի -,- չունի -,23,1,- չունի -,- չունի -
Արագածոտն,Արագած / Մելիքգյուզ,գ. Մելիքգյուղի մ/դ,52,- չունի -,- չունի -,45,7,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Մեծ Մասրիկի,գ. Մեծ Մասրիկի մ/դ,159,- չունի -,- չունի -,149,10,- չունի -,- չունի -
Լոռի,Սպիտակ / Մեծ Պարնի,գ. Մեծ Պարնիի Մ.Մելքոնյանի անվ. մ/դ,108,- չունի -,- չունի -,108,- չունի -,- չունի -,- չունի -
Շիրակ,Ախուրյան / Մեծ Սարիար,գ. Մեծ Սարիարի մ/դ,22,- չունի -,- չունի -,21,1,- չունի -,- չունի -
Շիրակ,Աշոցք / Մեծ Սեպասար,գ. Մեծ Սեպասարի մ/դ,62,- չունի -,- չունի -,62,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Մեծամոր,գ. Մեծամորի մ/դ,84,1,- չունի -,83,- չունի -,- չունի -,- չունի -
Լոռի,Տաշիր / Մեծավան,գ. Մեծավանի թիվ 1 մ/դ,112,- չունի -,- չունի -,103,9,- չունի -,- չունի -
Լոռի,Տաշիր / Մեծավան,գ. Մեծավանի թիվ 2 մ/դ,73,- չունի -,- չունի -,70,3,- չունի -,- չունի -
Կոտայք,Հրազդան / Մեղրաձոր,գ. Մեղրաձորի Հ.Հակոբյանի անվ. մ/դ,141,- չունի -,- չունի -,134,5,2,- չունի -
Շիրակ,Ամասիա / Մեղրաշատ,գ. Մեղրաշատի մ/դ,27,- չունի -,- չունի -,27,- չունի -,- չունի -,- չունի -
Շիրակ,Արթիկ / Մեղրաշեն,գ. Մեղրաշենի մ/դ,54,- չունի -,- չունի -,54,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Մերձավան,գ. Մերձավանի մ/դ,270,2,- չունի -,255,13,- չունի -,- չունի -
Լոռի,Տաշիր / Միխայլովկա,գ. Միխայլովկայի մ/դ,44,- չունի -,- չունի -,40,4,- չունի -,- չունի -
Արագածոտն,Արագած / Միջնատուն,գ. Միջնատունի հմ/դ,3,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -
Արագածոտն,Արագած / Միրաք,գ. Միրաքի հմ/դ,4,- չունի -,- չունի -,4,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Մխչյան,գ. Մխչյանի մ/դ,305,2,- չունի -,291,12,- չունի -,- չունի -
Լոռի,Ալավերդի / Մղարթ,գ. Մղարթի հմ/դ,16,- չունի -,- չունի -,16,- չունի -,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Մյասնիկյան,գ. Մյասնիկյանի Արայի անվ. մ/դ,286,- չունի -,- չունի -,271,15,- չունի -,- չունի -
Տավուշ,Տավուշ / Մոսեսգեղ,գ. Մոսեսգեղի Պ. Ավալյանի անվան մ/դ,68,- չունի -,- չունի -,66,2,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Մուսալեռ,գ. Մուսալեռի Ֆ.Վերֆելի անվ. մ/դ,185,1,- չունի -,179,5,- չունի -,- չունի -
Շիրակ,Աշոցք / Մուսայելյան,գ. Մուսայելյանի մ/դ,29,- չունի -,- չունի -,29,- չունի -,- չունի -,- չունի -
Շիրակ,Ախուրյան / Բասեն,գ. Մուսայելյանի մ/դ,120,- չունի -,- չունի -,120,- չունի -,- չունի -,- չունի -
Սյունիք,Սիսիան / Մուցք,գ. Մուցքի հմ/դ,2,- չունի -,- չունի -,2,- չունի -,- չունի -,- չունի -
Արմավիր,Մեծամոր / Մրգաշատ,գ. Մրգաշատի Մ.Մաղաքյանի անվ. թիվ 2 մ/դ,154,- չունի -,- չունի -,151,3,- չունի -,- չունի -
Արմավիր,Մեծամոր / Մրգաշատ,գ. Մրգաշատի Վ.Ափոյանի անվ. թիվ 1 մ/դ,133,1,- չունի -,123,9,- չունի -,- չունի -
Կոտայք,Նաիրի / Մրգաշեն,գ. Մրգաշենի մ/դ,126,- չունի -,- չունի -,121,5,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Մրգաստան,գ. Մրգաստանի Կ.Հարությունյանի անվ. մ/դ,73,2,- չունի -,65,6,- չունի -,- չունի -
Արարատ,Արտաշատ / Մրգավան,գ. Մրգավանի մ/դ,130,- չունի -,- չունի -,124,6,- չունի -,- չունի -
Արարատ,Արտաշատ / Մրգավետ,գ. Մրգավետի մ/դ,168,- չունի -,- չունի -,163,5,- չունի -,- չունի -
Լոռի,Ստեփանավան / Յաղդան,գ. Յաղդանի հմ/դ,29,- չունի -,- չունի -,26,3,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Ներքին Գետաշեն,գ. Ն. Գետաշենի հ․ 1 մ/դ,263,- չունի -,- չունի -,263,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Ներքին Գետաշեն,գ. Ն.Գետաշենի Ա.Եղիազարյանի անվ. հ․ 2 մ/դ,221,- չունի -,- չունի -,221,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Ն. Դվին,գ. Ն.Դվինի Լ.Ազգալդյանի անվ. մ/դ,231,- չունի -,- չունի -,221,10,- չունի -,- չունի -
Տավուշ,Տավուշ / Ն. Կ. Աղբյուր,գ. Ն.Կ.Աղբյուրի մ/դ,42,- չունի -,- չունի -,39,3,- չունի -,- չունի -
Արմավիր,Արմավիր / Նալբանդյան,գ. Նալբանդյանի Պերճուհի և Արմէն Նալպանտեանների անվ. մ/դ,247,- չունի -,- չունի -,238,9,- չունի -,- չունի -
Շիրակ,Արթիկ / Նահապետավան,գ. Նահապետավանի մ/դ,50,- չունի -,- չունի -,50,- չունի -,- չունի -,- չունի -
Տավուշ,Տավուշ / Նավուր,գ. Նավուրի մ/դ,54,- չունի -,- չունի -,52,2,- չունի -,- չունի -
Արարատ,Արտաշատ / Նարեկ,գ. Նարեկի մ/դ,98,- չունի -,- չունի -,97,1,- չունի -,- չունի -
Լոռի,Ալավերդի / Նեղոց,գ. Նեղոցի հմ/դ,23,- չունի -,- չունի -,23,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Ներքին Խնձորեսկ,գ. Ներքին Խնձորեսկի մ/դ,10,- չունի -,- չունի -,8,2,- չունի -,- չունի -
Արագածոտն,Թալին / Ներքին Սասնաշեն,գ. Ներքին Սասնաշենի մ/դ,82,- չունի -,- չունի -,77,5,- չունի -,- չունի -
Սյունիք,Սիսիան / Սոֆլու,գ. Նժդեհ (Սոֆլուի) հմ/դ,4,- չունի -,- չունի -,4,- չունի -,- չունի -,- չունի -
Արագածոտն,Ապարան / Նիգավան,գ. Նիգավանի մ/դ,31,- չունի -,- չունի -,30,1,- չունի -,- չունի -
Արարատ,Մասիս / Նիզամի,գ. Նիզամիի մ/դ,93,1,- չունի -,72,20,- չունի -,- չունի -
Արարատ,Արտաշատ / Նշավան,գ. Նշավանի մ/դ,148,2,- չունի -,141,5,- չունի -,- չունի -
Արարատ,Արարատ / Նոյակերտ,գ. Նոյակերտի մ/դ,119,- չունի -,- չունի -,100,19,- չունի -,- չունի -
Շիրակ,Ախուրյան / Նոր Ախուրյան,գ. Նոր Ախուրյանի հմ/դ,8,- չունի -,- չունի -,8,- չունի -,- չունի -,- չունի -
Արմավիր,Արմավիր / Նոր Ամասիա,գ. Նոր Ամասիայի մ/դ,82,- չունի -,- չունի -,79,3,- չունի -,- չունի -
Արմավիր,Արմավիր / Նոր Արմավիր,գ. Նոր Արմավիրի մ/դ,121,- չունի -,- չունի -,118,3,- չունի -,- չունի -
Արմավիր,Արմավիր / Նոր Արտագերս,գ. Նոր Արտագերսի մ/դ,74,- չունի -,- չունի -,72,2,- չունի -,- չունի -
Կոտայք,Նաիրի / Նոր-Արտամեդ,գ. Նոր Արտամեդի մ/դ,62,- չունի -,- չունի -,51,11,- չունի -,- չունի -
Կոտայք,Նաիրի / Նոր-Գեղի,գ. Նոր Գեղիի N 1 մ/դ,308,3,- չունի -,289,16,- չունի -,- չունի -
Կոտայք,Նաիրի / Նոր-Գեղի,գ. Նոր Գեղիի Յու.Երիցյանի անվ. թիվ 2 մ/դ,126,1,- չունի -,116,9,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Նոր Եդեսիա,գ. Նոր Եդեսիայի Ն. Շնորհալու անվ. մ/դ,120,- չունի -,- չունի -,119,1,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Նոր-Երզնկա,գ. Նոր Երզնկայի մ/դ,107,- չունի -,- չունի -,103,4,- չունի -,- չունի -
Լոռի,Սպիտակ / Նոր Խաչակապ,գ. Նոր Խաչակապի մ/դ,29,- չունի -,- չունի -,25,4,- չունի -,- չունի -
Արարատ,Մասիս / Նոր Խարբերդ,գ. Նոր Խարբերդի թիվ 1 մ/դ,301,2,- չունի -,283,16,- չունի -,- չունի -
Արարատ,Մասիս / Նոր Խարբերդ,գ. Նոր Խարբերդի թիվ 2 մ/դ,332,2,- չունի -,306,24,- չունի -,- չունի -
Արմավիր,Արմավիր / Նոր Կեսարիա,գ. Նոր Կեսարիայի մ/դ,98,1,- չունի -,97,- չունի -,- չունի -,- չունի -
Արարատ,Արարատ / Նոր կյանք,գ. Նոր Կյանքի մ/դ,146,1,- չունի -,131,14,- չունի -,- չունի -
Շիրակ,Արթիկ / Նոր Կյանք,գ. Նոր Կյանքի մ/դ,91,- չունի -,- չունի -,89,1,1,- չունի -
Արարատ,Մասիս / Նոր Կյուրին,գ. Նոր Կյուրինի մ/դ,88,- չունի -,- չունի -,82,6,- չունի -,- չունի -
Արարատ,Արարատ / Նոր ուղի,գ. Նոր ուղու մ/դ,75,- չունի -,- չունի -,73,2,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Նոր Ամանոս,գ. Նոր-Ամանոսի մ/դ,58,- չունի -,- չունի -,58,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Նորաբակ,գ. Նորաբակի մ/դ,11,- չունի -,- չունի -,9,2,- չունի -,- չունի -
Արարատ,Մասիս / Նորաբաց,գ. Նորաբացի Մ.Ապելյանի անվ. մ/դ,164,- չունի -,- չունի -,156,8,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Նորակերտ,գ. Նորակերտի մ/դ,32,- չունի -,- չունի -,32,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Նորակերտ,գ. Նորակերտի մ/դ,173,1,- չունի -,164,8,- չունի -,- չունի -
Արարատ,Մասիս / Նորամարգ,գ. Նորամարգի մ/դ,200,- չունի -,- չունի -,172,28,- չունի -,- չունի -
Գեղարքունիք,Սևան / Նորաշեն,գ. Նորաշենի հմ/դ,17,- չունի -,- չունի -,17,- չունի -,- չունի -,- չունի -
Լոռի,Տաշիր / Նորաշեն,գ. Նորաշենի մ/դ,47,- չունի -,- չունի -,40,7,- չունի -,- չունի -
Տավուշ,Տավուշ / Նորաշեն,գ. Նորաշենի մ/դ,73,1,- չունի -,72,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Նորաշեն,գ. Նորաշենի մ/դ,180,1,- չունի -,172,7,- չունի -,- չունի -
Արագածոտն,Արագած / Նորաշեն,գ. Նորաշենի մ/դ,75,- չունի -,- չունի -,75,- չունի -,- չունի -,- չունի -
Սյունիք,Կապան / Նորաշենիկ,գ. Նորաշենիկի մ/դ,4,- չունի -,- չունի -,4,- չունի -,- չունի -,- չունի -
Արմավիր,Արմավիր / Նորապատ,գ. Նորապատի մ/դ,147,- չունի -,- չունի -,135,12,- չունի -,- չունի -
Սյունիք,Սիսիան / Նորավան,գ. Նորավանի մ/դ,30,- չունի -,- չունի -,30,- չունի -,- չունի -,- չունի -
Արմավիր,Արմավիր / Նորավան,գ. Նորավանի մ/դ,106,- չունի -,- չունի -,100,6,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Նորատուս,գ. Նորատուսի Ա. Սողոմոնյանի անվ. թիվ 2 մ/դ,77,- չունի -,- չունի -,77,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Նորատուս,գ. Նորատուսի թիվ 1 մ/դ,135,- չունի -,- չունի -,135,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Նորատուս,գ. Նորատուսի թիվ 3 մ/դ,74,1,- չունի -,73,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Նոր Գյուղ,գ. Նորգյուղի մ/դ,119,- չունի -,- չունի -,109,10,- չունի -,- չունի -
Կոտայք,Աբովյան / Նուռնուս,գ. Նուռնուսի մ/դ,24,- չունի -,- չունի -,22,2,- չունի -,- չունի -
Սյունիք,Մեղրի / Նռնաձոր,գ. Նռնաձորի մ/դ,5,- չունի -,- չունի -,4,1,- չունի -,- չունի -
Տավուշ,Իջևան / Ն. Ծաղկավան,գ. Ն․ Ծաղկավանի մ/դ,31,- չունի -,- չունի -,31,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Շահումյան,գ. Շահումյանի մ/դ,305,- չունի -,- չունի -,300,5,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Շահումյան,գ. Շահումյանի մ/դ,107,- չունի -,- չունի -,98,9,- չունի -,- չունի -
Լոռի,Գուգարք / Շահումյան,գ. Շահումյանի մ/դ,108,- չունի -,- չունի -,96,12,- չունի -,- չունի -
Սյունիք,Սիսիան / Շաղատ,գ. Շաղաթի մ/դ,56,- չունի -,- չունի -,55,1,- չունի -,- չունի -
